id,title,overview,release_date,popularity,vote_average,vote_count
11368,Blood Simple,"The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies and mischief ensues after he devises a plot to have them murdered.",1985-01-18,2.6816,7.255,1612
11023,Thirteen,"When 13-year-old Tracy befriends Evie, the most popular girl in school, her life is turned upside down as Evie introduces her to a world of sex, drugs, and money. But it isn’t long before Tracy’s new lifestyle begins to take a heavy toll on her and her family.",2003-08-20,4.125,6.675,1749
1494,Curse of the Golden Flower,"During China's Tang dynasty the emperor has taken the princess of a neighboring province as his wife. She has borne him two sons and raised his eldest. Now his control over his dominion is complete, including the royal family itself.",2006-12-14,3.8812,6.864,815
1491,The Illusionist,"With his eye on a lovely aristocrat, a gifted illusionist named Eisenheim uses his powers to win her away from her betrothed, a crown prince. But Eisenheim's scheme creates tumult within the monarchy and ignites the suspicion of a dogged inspector.",2006-08-18,4.1101,7.297,5293
13754,Tekkonkinkreet,"Two penniless orphans, Black and White, struggle to survive on the mean streets of Treasure Town. When a megacorporation threatens to tear down the town to build an amusement park, Black and White engage in the fight of their life.",2006-10-21,3.4633,7.364,413
6538,Charlie Wilson's War,A Texas congressman sets a series of events in motion when he conspires with a CIA operative to aid Afghan mujahideen rebels fighting the Soviets.,2007-12-19,3.079,6.542,1637
10510,Miracle on 34th Street,"Six-year-old Susan Walker has doubts about childhood's most enduring miracle—Santa Claus. Her mother told her the secret about Santa a long time ago, but, after meeting a special department store Santa who's convinced he's the real thing, Susan is given the most precious gift of all—something to believe in.",1994-11-18,2.9736,6.757,1143
33672,Maybe Logic: The Lives and Ideas of Robert Anton Wilson,"Guerrilla ontologist. Psychedelic magickian. Outer head of the Illuminati. Quantum psychologist. Sit-down comic/philosopher. Discordian Pope. Whatever the label and rank, Robert Anton Wilson is undeniably one of the foundations of 21th Century Western counterculture.Maybe Logic follows a reality labyrinth which leads through the hollows of human perception to the vast star fields of Sirius where we find one man alone, joyfully accepting his status as Damned Old Crank and Cosmic Schmuck. Beaming with insight, frustration, compassion, and unshakable optimism, the ever-open eye of Robert Anton Wilson penetrates human illusions exposing the mathematical probabilities and spooky synchronicities of the 8 dimensions of his Universe.",2003-07-23,1.581,6.545,11
296065,Last Shift,"Rookie police officer Jessica Loren has been assigned the last shift at a closing police station and must wait for a hazmat crew to collect biomedical evidence. Ordered not to leave the station under any circumstances, Jessica comes to learn that it's more than just an outdated station, it's home to the ultimate embodiment of evil and his devoted bloodthirsty followers. Jessica is left to fend for herself in the Devil's playground.",2014-10-25,3.7153,6.281,698
356305,Why Him?,A dad forms a bitter rivalry with his daughter's young rich boyfriend.,2016-12-22,3.7898,6.381,4395
254869,Torrente 5: Operation Eurovegas,Crooked cop Torrente gets out of jail in the year 2018 to find a different Spain from the one he knew.,2014-10-03,4.6956,5.6,211
4105,Black Rain,"Two New York cops get involved in a gang war between members of the Yakuza, the Japanese Mafia. They arrest one of their killers and are ordered to escort him back to Japan. However, in Japan he manages to escape, and as they try to track him down, they get deeper and deeper into the Japanese Mafia scene and they have to learn that they can only win by playing the game—the Japanese way.",1989-09-22,3.4023,6.589,1223
552688,The Mother,"A deadly female assassin comes out of hiding to protect the daughter that she gave up years before, while on the run from dangerous men.",2023-05-04,3.865,6.625,1407
8409,A Man Apart,"When Vetter's wife is killed in a botched hit organized by Diablo, he seeks revenge against those responsible. But in the process, Vetter and Hicks have to fight their way up the chain to get to Diablo but it's easier said than done when all Vetter can focus on is revenge.",2003-04-04,3.1363,6.104,960
546769,Making the Connection: Untold Stories of The French Connection,"The exciting story of the making of William Friedkin's The French Connection (1971), hosted by former NYPD detective Sony Grosso, who inspired the character of Buddy 'Cloudy' Russo, played in the film by actor Roy Scheider.",2001-09-25,2.441,7.0,4
336455,Viral,"Following the outbreak of a virus that wipes out the majority of the human population, a young woman documents her family's new life in quarantine and tries to protect her infected sister.",2016-02-18,4.1333,5.646,552
1641014,SONE-053引っ越ししたマンションの隣人は絶倫元カレだった…過去をネタに揺すられ寝取られ夫のそばで他人棒イキしちゃう新婚妻,,2024-02-13,4.353,0.0,0
336455,Viral,"Following the outbreak of a virus that wipes out the majority of the human population, a young woman documents her family's new life in quarantine and tries to protect her infected sister.",2016-02-18,4.1333,5.646,552
1641014,SONE-053引っ越ししたマンションの隣人は絶倫元カレだった…過去をネタに揺すられ寝取られ夫のそばで他人棒イキしちゃう新婚妻,,2024-02-13,4.353,0.0,0
9947,Elektra,"Elektra the warrior survives a near-death experience, becomes an assassin-for-hire, and tries to protect her two latest targets, a single father and his young daughter, from a group of supernatural assassins.",2005-01-13,3.5169,5.05,2647
11886,Robin Hood,"With King Richard off to the Crusades, Prince John and his slithering minion, Sir Hiss, set about taxing Nottingham's citizens with support from the corrupt sheriff - and staunch opposition by the wily Robin Hood and his band of merry men.",1973-11-08,3.9762,7.304,4632
336000,The Glass Castle,"A young girl is raised in a dysfunctional family constantly on the run from the FBI. Living in poverty, she comes of age guided by her drunkard, ingenious father who distracts her with magical stories to keep her mind off the family's dire state, and her selfish, nonconformist mother who has no intention of raising a family, along with her younger brother and sister, and her other older sister. Together, they fend for each other as they mature in an unorthodox journey that is their family life.",2017-08-11,3.0811,7.104,898
115782,Jobs,The story of Steve Jobs' ascension from college dropout into one of the most revered creative entrepreneurs of the 20th century.,2013-08-15,2.789,6.124,2594
664482,Rope Violation,"Satoko, a mentally frail girl, is taken in by Anzai, the owner of a hot springs inn, after her parents commit suicide. One day, the clerk Matsuo forcibly takes Satoko's virginity. The following night, the clerk appears in Satoko's room again. The servant Shozo feels sorry for Satoko and invites her to run away to Tokyo with him. Meanwhile, Shozo steals money from the inn and accidentally kills Matsuo. He buries the body and runs away to Tokyo. Satoko is left alone and is subjected to Anzai's bizarre torture...",1980-09-01,4.349,2.0,2
521844,The Wedding Year,A commitment-phobic 27-year old’s relationship is put to the test when she and her boyfriend attend 7 weddings in the same year.,2019-09-20,4.2051,6.037,122
340382,Attack on Titan II: End of the World,"Eren Yeager leaves to restore a break in the wall destroyed by a Titan. He comes under attack by the Titans and is cornered. Shikishima comes to his aid. The titans never stops attacking.  Eren is now injured and tries to protect Armin, but is swallowed by a titan. A Titan with black hair appears and begins to expel the other titans.",2015-09-01,4.3169,6.188,393
83899,You're Next,"When the Davison family comes under attack during their wedding anniversary getaway, the gang of mysterious killers soon learns that one of their victims harbors a secret talent for fighting back.",2013-08-22,2.9054,6.602,2664
524251,I See You,"When a 12-year-old boy goes missing at a local park, a detective investigates the case to help the boy's family find answers.",2019-09-11,3.5739,6.986,1633
17610,Year One,"When a couple of lazy hunter-gatherers are banished from their primitive village, they set off on an epic journey through the ancient world.",2009-06-18,3.3635,4.987,2016
269,Breathless,"A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he attempts to persuade a girl to run away to Italy with him.",1960-03-16,3.4565,7.495,2029
1094974,Take Cover,A burned-out professional sniper finds himself trapped in an all-glass penthouse by a lethal competitor and must find a way to survive and escape with little to no cover between him and the killer.,2024-10-04,2.9325,6.287,190
10537,The Doors,"The story of the famous and influential 1960s rock band and its lead singer and composer, Jim Morrison.",1991-03-01,3.3966,7.11,1589
201,Star Trek: Nemesis,"En route to the honeymoon of William Riker to Deanna Troi on her home planet of Betazed, Captain Jean-Luc Picard and the crew of the U.S.S. Enterprise receives word from Starfleet that a coup has resulted in the installation of a new Romulan political leader, Shinzon, who claims to seek peace with the human-backed United Federation of Planets. Once in enemy territory, the captain and his crew make a startling discovery: Shinzon is human, a slave from the Romulan sister planet of Remus, and has a secret, shocking relationship to Picard himself.",2002-12-13,3.3413,6.302,1571
576,The Wild Bunch,"An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them.",1969-06-19,3.1802,7.578,1323
9529,Candyman,"The Candyman, a murderous soul with a hook for a hand, is accidentally summoned to reality by a skeptic grad student researching the monster's myth.",1992-10-16,3.1237,6.678,1794
1014840,Bula,"A woman working in a laundry shop uses her clients' clothes to satisfy her sexual fantasies. When she meets a hot police officer, she wants to have him no matter what it takes.",2022-09-02,3.6512,5.9,20
560210,My Student's Mom 3,"The middle school teacher, Zhu Xi, suddenly goes to the studio by leaving her husband and son because of sudden local issue. She is stressed because of the overworked environment and the changed environment. After a lonely night without a wife, the husband finally winds up with his son’s young, sexy tutor …",2018-02-05,4.3693,5.0,2
13002,Barbie in the 12 Dancing Princesses,"King Randolph sends for his cousin, Duchess Rowena, to help turn his daughters, Princess Genevieve and her eleven sisters, into royal material. But the Duchess strips the sisters of their fun, including their favorite pastime: dancing. When all hope may be lost, the sisters discover a secret passageway to a magical land where they can dance the night away.",2006-09-19,4.048,7.599,1242
606523,Night in Paradise,"An assassin named Tae-goo is offered a chance to switch sides with his rival Bukseong gang, headed by Chairman Doh. Tae-goo rejects the offer that results in the murder of his sister and niece. In revenge, Tae-goo brutally kills Chairman Doh and his men and flees to Jeju Island where he meets Jae-yeon, a terminally ill woman. Though, the henchman of the Bukseong gang, Executive Ma is mercilessly hunting Tae-goo to take revenge.",2020-09-03,3.9056,6.908,300
10633,In the Heat of the Night,"African-American Philadelphia police detective Virgil Tibbs is arrested on suspicion of murder by Bill Gillespie, the racist police chief of tiny Sparta, Mississippi. After Tibbs proves not only his own innocence but that of another man, he joins forces with Gillespie to track down the real killer. Their investigation takes them through every social level of the town, with Tibbs making enemies as well as unlikely friends as he hunts for the truth.",1967-08-02,3.3522,7.666,1235
10648,Magnum Force,"""Dirty"" Harry Callahan is a San Francisco Police Inspector on the trail of a group of rogue cops who have taken justice into their own hands. When shady characters are murdered one after another in grisly fashion, only Dirty Harry can stop them.",1973-12-13,3.6726,7.107,1193
9972,Lock Up,"Frank Leone is nearing the end of his prison term for a relatively minor crime. Just before he is paroled, however, Warden Drumgoole takes charge. Drumgoole was assigned to a hell-hole prison after his administration was publicly humiliated by Leone, and has now arrived on the scene to ensure that Leone never sees the light of day.",1989-08-04,3.2454,6.805,1309
1634949,Lorne,"An unprecedented, behind-the-scenes glimpse at the man who built the inimitable empire of comedy, shaping television and culture for generations. The documentary features exclusive footage, archival treasures, and candid interviews with the show’s most iconic cast members and writers including Tina Fey, Maya Rudolph, John Mulaney, Andy Samberg, Conan O’Brien, Chris Rock and many more.",2026-04-17,5.1981,5.7,3
35739,Do or Die,"Asian crime boss Kaneshiro captures two voluptuous undercover federal agents, Donna and Nicole. But instead of liquidating them, he gives the busty duo a head start in a deadly cat-and-mouse game involving six other assassin teams. The heated action takes them from Hawaii to Las Vegas and Louisiana.",1991-06-28,4.0533,4.43,43
643,Battleship Potemkin,"A dramatized account of a great Russian naval mutiny and a resultant public demonstration, showing support, which brought on a police massacre.",1925-12-24,3.7451,7.591,1292
445239,Abu Shanab,Esmat Abu Shanab (Yasmin Abdul Aziz) is a female police officer who works in an administrative position and tries in various ways to work on field assignments.,2016-07-06,3.5037,6.2,15
38167,Eat Pray Love,"A married woman realizes how unhappy her marriage really is, and that her life needs to go in a different direction. After a painful divorce, she takes off on a round-the-world journey to ""find herself"".",2010-08-12,3.8722,6.24,2618
964819,99 Moons,"Everything is under control, she thinks. Everything is lost, he thinks. And then they meet. And fall.",2023-04-27,4.2266,4.566,38
12093,Lilya 4-ever,"In a struggling post-Soviet community, Lilya a teenage girl is abandoned when her mother moves to the United States with her boyfriend. Facing neglect and poverty, she meets Andrei, who offers her a job in Sweden, giving her hope for a better life — and a journey that will change everything.",2002-08-23,3.4359,7.62,662
1293167,Exit Protocol,An assassin whose specialty is killing other assassins trying to get out of the business decides to try to get out himself and must then team up with his former mark to escape the hired killers now gunning for them both.,2025-11-07,3.5089,6.432,22
1239251,Megamind vs. the Doom Syndicate,"Megamind's former villain team, The Doom Syndicate, has returned. Our newly crowned blue hero must now keep up evil appearances until he can assemble his friends (Roxanne, Ol' Chum and Keiko) to stop his former evil teammates from launching Metro City to the Moon.",2024-03-01,3.7756,5.083,327
401469,Widows,"A police shootout leaves four thieves dead during an explosive armed robbery attempt in Chicago. Their widows have nothing in common except a debt left behind by their spouses' criminal activities. Hoping to forge a future on their own terms, they join forces to pull off a heist.",2018-11-06,3.6085,6.488,2464
760873,The Colony,"In the not-too-distant future: after a global catastrophe has wiped out nearly all of humanity on Earth, an elite astronaut from Space Colony Kepler must make a decision that will seal the fate of the people on both planets.",2021-08-26,3.8726,5.703,343
13461,Melissa P.,"An adolescent girl, living with her mother and her grandmother, will have her first sexual experiences in a heavy and excessive way.",2005-11-18,3.9839,4.672,605
10735,What a Girl Wants,"An American girl, Daphne, heads to Europe in search of the father she's never met. But instead of finding a British version of her bohemian mother, she learns the love of her mom's life is an uptight politician. The only problem now is that her long-lost dad is engaged to a fiercely territorial social climber with a daughter who makes Daphne's life miserable.",2003-03-27,3.626,6.306,1717
11968,Into the Blue,"When they take some friends on an extreme sport adventure, the last thing Jared and Sam expect to see below the shark-infested waters is a legendary pirate ship rumored to contain millions of dollars in gold. But their good fortune is short-lived, as a ruthless gang of criminals gets word of what they have uncovered.",2005-09-30,3.8301,5.914,1629
4512,The Assassination of Jesse James by the Coward Robert Ford,"Outlaw Jesse James is rumored to be the 'fastest gun in the West'. An eager recruit into James' notorious gang, Robert Ford eventually grows jealous of the famed outlaw and, when Robert and his brother sense an opportunity to kill James, their murderous action elevates their target to near mythical status.",2007-09-20,3.3521,7.058,2755
10735,What a Girl Wants,"An American girl, Daphne, heads to Europe in search of the father she's never met. But instead of finding a British version of her bohemian mother, she learns the love of her mom's life is an uptight politician. The only problem now is that her long-lost dad is engaged to a fiercely territorial social climber with a daughter who makes Daphne's life miserable.",2003-03-27,3.626,6.306,1717
11968,Into the Blue,"When they take some friends on an extreme sport adventure, the last thing Jared and Sam expect to see below the shark-infested waters is a legendary pirate ship rumored to contain millions of dollars in gold. But their good fortune is short-lived, as a ruthless gang of criminals gets word of what they have uncovered.",2005-09-30,3.8301,5.914,1629
4512,The Assassination of Jesse James by the Coward Robert Ford,"Outlaw Jesse James is rumored to be the 'fastest gun in the West'. An eager recruit into James' notorious gang, Robert Ford eventually grows jealous of the famed outlaw and, when Robert and his brother sense an opportunity to kill James, their murderous action elevates their target to near mythical status.",2007-09-20,3.3521,7.058,2755
37056,Letters to Juliet,"An American girl on vacation in Italy finds an unanswered ""letter to Juliet"" -- one of thousands of missives left at the fictional lover's Verona courtyard, which are typically answered by the ""secretaries of Juliet"" -- and she goes on a quest to find the lovers referenced in the letter.",2010-05-13,3.8185,6.999,3000
10760,Sydney White,"College freshman Sydney White arrives at Southern Atlantic University, determined to pledge her late mother's sorority. Unfortunately, she finds that the sisterhood has changed since her parent's day. Banished to a condemned house, Sydney joins forces with seven outcasts to take over the student government and win equal rights for nerd and noted alike.",2007-09-21,2.9239,6.47,1107
249,The War of the Roses,"Barbara and Oliver Rose live happily as a married couple. When Barbara starts to wonder what life would be like without Oliver and likes what she sees, the two begin a campaign to force each other to leave their house, with their divorce lawyer D'Amato caught in the middle.",1989-12-08,3.5594,6.9,1245
68812,The Iceman,"The true story of Richard Kuklinski, the notorious contract killer and family man.",2012-09-01,3.1361,6.6,1137
891699,Silent Night,"A tormented father witnesses his young son die when caught in a gang's crossfire on Christmas Eve. While recovering from a wound that costs him his voice, he makes vengeance his life's mission and embarks on a punishing training regimen in order to avenge his son's death.",2023-11-30,3.0348,6.154,938
484247,A Simple Favor,"Stephanie, a dedicated mother and popular vlogger, befriends Emily, a mysterious upper-class woman whose son Nicky attends the same school as Miles, Stephanie's son. When Emily asks her to pick Nicky up from school and then disappears, Stephanie undertakes an investigation that will dive deep into Emily's cloudy past.",2018-09-13,4.1635,6.64,4569
332210,Storks,"Storks deliver babies…or at least they used to. Now they deliver packages for a global internet retail giant. Junior, the company’s top delivery stork, is about to be promoted when he accidentally activates the Baby Making Machine, producing an adorable and wholly unauthorized baby girl...",2016-09-22,4.2171,6.671,2494
9346,Risky Business,"Meet Joel Goodson, an industrious, college-bound 17-year-old and a responsible, trustworthy son. However, when his parents go away and leave him home alone in the wealthy Chicago suburbs with the Porsche at his disposal he quickly decides he has been good for too long and it is time to enjoy himself. After an unfortunate incident with the Porsche Joel must raise some cash, in a risky way.",1983-08-05,3.1375,6.588,1450
54065,Bambola,"Her name is Mina, but she is called Bambola (doll). Upon the death of her mother, she and her homosexual brother, Flavio, open a pizzeria. A man named Ugo loans Bambola the money, but is then killed in a fight with another one of her boyfriends, Settimio. While visiting Settimio in jail, she meets a sadistic man named Furio, and they begin a relationship.",1996-09-01,4.002,4.397,63
11006,Smokey and the Bandit,"A race car driver tries to transport an illegal beer shipment from Texas to Atlanta in under 28 hours, picking up a reluctant bride-to-be on the way.",1977-05-27,3.3807,6.973,796
90934,The Underground Banker,A man's family is torn apart when his wife takes a loan from a loan shark who will stop at nothing to get his money back.,1994-01-22,3.518,5.786,14
513691,The Debt Collector,"A classically-trained martial artist goes to work as a debt collector for the mob. The job seems easy enough, until one “client” pulls him into a situation deeper than could ever be expected.",2018-06-05,6.1716,5.782,245
531,The Wrong Trousers,"Wallace rents out Gromit's former bedroom to a penguin, who takes up an interest in the techno trousers created by Wallace. However, Gromit later learns that the penguin is a wanted criminal.",1993-12-17,3.1353,7.814,1152
14677,Last Train from Gun Hill,"A marshal tries to bring the son of an old friend, an autocratic cattle baron, to justice for the rape and murder of his wife.",1959-07-29,3.0971,7.13,220
579047,Reminiscence,"Nicolas Bannister, a rugged and solitary veteran living in a near-future Miami flooded by rising seas, is an expert in a dangerous occupation: he offers clients the chance to relive any memory they desire. His life changes when he meets a mysterious young woman named Mae. What begins as a simple matter of lost and found becomes a passionate love affair. But when a different client's memories implicate Mae in a series of violent crimes, Bannister must delve through the dark world of the past to uncover the truth about the woman he fell for.",2021-08-18,2.9348,6.522,1942
399902,Taboo: Forbidden Love,"Eun-ji is a idol trainee who gets abandoned by Jin-tae her sponsor, so she heads back down to her sister Sun-yeong's home. Her first love Joon-hwan is now her brother-in-law so he welcomes her but Sun-yeong treats her like a child and worries that Eun-ji might go down the same path she did when she gave up becoming an idol.  Eun-ji and Sun-yeong quarrel often and Joon-hwan comforts Eun-ji every time. Eun-ji starts to depend on him and he also secretly tells her why he quit his job.  One day, Sun-yeong goes on a business trip for a week but before she leaves she tells Eun-ji how sorry she is. They share a momemtum with two wooden dolls.  All alone by the two of them at home, Eun-ji tries to embrace Joon-hwan's heart by showing him a scrap note she made of his articles. He is grateful for Eun-ji and starts to open up to her. The two of them cross a line that shoud never be crossed and as time goes, they fall deeper and deeper into each other.",2015-09-03,3.4676,7.0,8
15916,Angel's Egg,"In the ruins of a strange city, a young girl takes care of a large egg she holds carefully in her arms. She bonds with a boy who is searching for a bird he saw in a dream.",1985-12-22,3.7579,7.716,572
8457,Drillbit Taylor,"Dealing with a sociopathic school bully, three high school freshmen hire a low-budget bodyguard to protect them, not realizing he is just a homeless beggar and petty thief looking for some easy cash.",2008-02-04,3.3589,5.821,1098
10780,Overboard,"Heiress Joanna Stayton hires carpenter Dean Proffitt to build a closet on her yacht—and refuses to pay him for the project when it's done. But after Joanna accidentally falls overboard and loses her memory, Dean sees an opportunity to get even.",1987-12-16,3.8967,6.797,976
25195,Leap Year,"When yet another anniversary passes without a marriage proposal from her boyfriend, Anna decides to take action. Aware of a Celtic tradition that allows women to pop the question on Feb. 29, she plans to follow her lover to Dublin and ask him to marry her. Fate has other plans, however, and Anna winds up on the other side of the Emerald Isle with handsome, but surly, Declan -- an Irishman who may just lead Anna down the road to true love.",2010-01-08,3.5697,6.894,2149
82,Miami Vice,"A case involving drug lords and murder in South Florida takes a personal turn for undercover detectives Sonny Crockett and Ricardo Tubbs. Unorthodox Crockett gets involved romantically with the Chinese-Cuban wife of a trafficker of arms and drugs, while Tubbs deals with an assault on those he loves.",2006-07-27,3.9226,6.0,1950
34803,Death at a Funeral,"Aaron's father's funeral is today at the family home, and everything goes wrong: the funeral home delivers the wrong body, his cousin accidentally drugs her fiancé, and Aaron's successful younger brother, Ryan, flies in from New York, broke but arrogant. To top it all off, a mysterious stranger wants a word with Aaron.",2010-04-15,3.1527,5.877,1061
36593,Naked Gun 33⅓: The Final Insult,"Frank Drebin is persuaded out of retirement to go undercover in a state prison. There he has to find out what top terrorist, Rocco, has planned for when he escapes. Adding to his problems, Frank's wife, Jane, is desperate for a baby.",1994-03-18,4.7143,6.505,2501
766475,See How They Run,"In the West End of 1950s London, plans for a movie version of a smash-hit play come to an abrupt halt after a pivotal member of the crew is murdered. When world-weary Inspector Stoppard and eager rookie Constable Stalker take on the case, the two find themselves thrown into a puzzling whodunit within the glamorously sordid theater underground, investigating the mysterious homicide at their own peril.",2022-09-09,2.6765,6.3,1286
11336,The Dead Zone,"Johnny Smith is a schoolteacher with his whole life ahead of him but, after leaving his fiancee's home one night, is involved in a car crash which leaves him in a coma for 5 years. When he wakes, he discovers he has an ability to see into the past, present and future life of anyone with whom he comes into physical contact.",1983-10-21,2.8633,7.0,1814
437633,Real,Jang Tae-Young is a popular trouble shooter in the criminal world. He is cold and ambitious. He dreams of building a casino hotel one day. A reporter then goes to Jang Tae-Young.,2017-06-28,3.5781,5.329,70
974036,Ordinary Angels,Inspired by the incredible true story of a hairdresser who single-handedly rallies an entire community to help a widowed father save the life of his critically ill young daughter.,2024-02-22,3.1454,7.673,379
40805,The Green Hornet,"Britt Reid, the heir to the largest newspaper fortune in Los Angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. After his father dies, Britt meets Kato, a resourceful company employee. Realizing that they have the talent and resources to make something of their lives, Britt and Kato join forces as costumed crime-fighters to bring down the city's most-powerful criminal, Chudnofsky.",2011-01-12,3.6371,5.595,3469
39057,Pokémon: Arceus and the Jewel of Life,"When the creator of the world, Arceus, comes to pass judgement on humanity for the theft of the legendary Jewel of Life, Ash and his friends are sent back in time to possibly reverse the events that led to Arceus' vendetta.",2009-07-18,3.8217,7.093,308
803,Night and Fog,Filmmaker Alain Resnais documents the atrocities behind the walls of Hitler's concentration camps.,1956-05-22,3.6602,8.253,557
1244806,Choir of God,"North Korea, facing international sanctions, seeks assistance from a Hungarian NGO to build churches in Pyongyang as a way to bypass the sanctions. The NGO proposes organizing a revival meeting with international Choir organizations, leading the Ministry of 5 Securities to apprehend believers. The ""Victory Orchestra,"" a replacement ensemble, is actually composed of underground Choir members. As they sing hymns openly for the first time, their true identity as underground believers is revealed, creating moments of laughter, tears, and emotion.",2025-12-31,3.9509,9.0,1
12703,The Brown Bunny,"Bud Clay races motorcycles in the 250cc Formula II class of road racing. After a race in New Hampshire, he has five days to get to his next race in California. During his road trip, he is haunted by memories of the last time he saw Daisy, his true love.",2003-11-14,2.4843,5.389,270
958263,Believer 2,A determined detective continues his search for the truth behind Asia's largest drug organization and its elusive boss he has unfinished business with.,2023-10-05,4.2174,6.741,112
689723,Dangerous Lies,"After losing her waitressing job, Katie Franklin takes a job as a caretaker to a wealthy elderly man in his sprawling, empty Chicago estate. The two grow close, but when he unexpectedly passes away and names Katie as his sole heir, she and her husband Adam are pulled into a complex web of lies, deception, and murder. If she's going to survive, Katie will have to question everyone's motives — even the people she loves.",2020-04-30,2.9703,6.28,897
566397,The Man Standing Next,"When the investigation of 'Koreagate' takes place, Park Yong-gak, a former KCIA director who knows everything about the government's operations, heads to the United States in exile.",2020-01-22,3.4161,7.111,153
46592,Ballad of a Soldier,"During World War II, earnest young Russian soldier Alyosha Skvortsov is rewarded with a short leave of absence for performing a heroic deed on the battlefield. Feeling homesick, he decides to visit his mother. Due to his kindhearted nature, however, Alyosha is repeatedly sidetracked by his efforts to help those he encounters, including a lovely girl named Shura. In his tour of a country devastated by war, he struggles to keep hope alive.",1959-12-01,3.2528,7.95,218
65086,The Woman in Black,"The story follows a young lawyer, Arthur Kipps, who is ordered to travel to a remote village and sort out a recently deceased client’s papers. As he works alone in the client’s isolated house, Kipps begins to uncover tragic secrets, his unease growing when he glimpses a mysterious woman dressed only in black. Receiving only silence from the locals, Kipps is forced to uncover the true identity of the Woman in Black on his own, leading to a desperate race against time when he discovers her true identity.",2012-02-03,3.7814,6.141,3654
65086,The Woman in Black,"The story follows a young lawyer, Arthur Kipps, who is ordered to travel to a remote village and sort out a recently deceased client’s papers. As he works alone in the client’s isolated house, Kipps begins to uncover tragic secrets, his unease growing when he glimpses a mysterious woman dressed only in black. Receiving only silence from the locals, Kipps is forced to uncover the true identity of the Woman in Black on his own, leading to a desperate race against time when he discovers her true identity.",2012-02-03,3.7814,6.141,3654
862968,Pain Hustlers,"After losing her job, a single mom falls into a lucrative but ultimately dangerous scheme selling prescription drugs.",2023-10-20,2.6307,6.651,767
276624,I Am a Hero,"A man witnesses a fatal traffic accident on his way home from work, and the victim is clearly killed on impact. A moment later, when the corpse stands up and walks away, it could be a hallucination or something far more extraordinary.",2016-04-23,3.5346,7.434,500
589594,Abduction,"A man steps out of a park fountain in Ho Chi Minh City with no recollection of who he is or where he came from. As he wanders through the city, piecing together clues to his past, he is relentlessly pursued by mysterious figures.",2019-03-20,3.0692,6.0,115
14433,Zulu,"In 1879, during the Anglo-Zulu War, man-of-the-people Lt. Chard and snooty Lt. Bromhead are in charge of defending the isolated and vastly outnumbered Natal outpost of Rorke's Drift from tribal hordes.",1964-01-22,3.383,7.382,566
347375,Mile 22,"An elite group of American operatives, aided by a top-secret tactical command team, must transport an asset who holds life-threatening information to an extraction point 22 miles away through the hostile streets of an Asian city.",2018-08-16,3.9148,6.2,2403
10877,Exit Wounds,"Maverick cop Orin Boyd always brings down the domestic terrorists he tracks, but he ruffles feathers with his unorthodox techniques -- and soon finds himself reassigned to the toughest district in Detroit. When he discovers a group of detectives secretly operating a drug ring, Boyd joins forces with an unlikely ally -- gangster Latrell Walker -- to bring down the rotten cops.",2001-03-16,3.2279,5.826,561
80518,Fullmetal Alchemist: The Sacred Star of Milos,"A fugitive alchemist with mysterious abilities leads the Elric brothers to a distant valley of slums inhabited by the Milos, a proud people struggling against bureaucratic exploitation. Ed and Al quickly find themselves in the middle of a rising rebellion, as the exiled Milos lash out against their oppressors. At the heart of the conflict is Julia, a young alchemist befriended by Alphonse. She'll stop at nothing to restore the Milos to their former glory – even if that means harnessing the awful power of the mythical Philosopher's Stone.",2011-07-02,3.3611,6.814,290
8974,The War of the Worlds,"The residents of a small town are excited when a flaming meteor lands in the hills, until they discover it is the first of many transport devices from Mars bringing an army of invaders invincible to any man-made weapon, even the atomic bomb.",1953-04-03,3.5114,6.812,693
8984,Disclosure,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",1994-12-09,3.3383,6.245,1265
279987,Enchanted Journey,"Enthralled with tales of the Great North Forest conveyed to him by friendly carrier pigeon Pippo, young chipmunk Glikko leaves the safety of his comfortable cage to explore the world.",1981-10-10,2.3434,6.667,6
438058,Case Closed: The Crimson Love Letter,"Bombing case at Nichiuri TV in autumn. The Satsuki Cup, which crowns the winner of Japan's Hyakunin Isshu, is currently being filmed inside the facility. The incident results in a big commotion and, while the building is burning to ashes, the only people left inside are Hattori and Toyama Kazuha. They get rescued just in time by Conan , who rushes to the scene. Both the identity and purposes of the bomber are unknown.",2017-04-15,3.903,6.487,118
513692,Raging Fire,"Cheung Sung-bong is a highly respected cop with a long history of success in dangerous cases. However, his past soon comes back to haunt him when a former protégé resurfaces, seeking revenge.",2021-07-28,3.7728,7.041,293
39108,Dragon Ball Z: Wrath of the Dragon,The Z Warriors discover an unopenable music box and are told to open it with the Dragon Balls. The contents turn out to be a warrior named Tapion who had sealed himself inside along with a monster called Hildegarn. Goku must now perfect a new technique to defeat the evil monster.,1995-07-15,3.8269,7.301,778
87826,Here Comes the Boom,A high school biology teacher moonlights as a mixed-martial arts fighter in an effort to raise money to save the school's music program.,2012-10-10,2.5597,6.216,1571
